,estimate,lower,upper,Group
23.877551020408163,0.0,0.0,0.0,"No, definitely not"
25.46938775510204,0.0,0.0,0.0,"No, definitely not"
27.06122448979592,0.0,0.0,0.0,"No, definitely not"
28.653061224489797,0.0,0.0,0.0,"No, definitely not"
30.244897959183675,0.0,0.0,0.0,"No, definitely not"
31.836734693877553,0.0,0.0,0.0,"No, definitely not"
33.42857142857143,0.0,0.0,0.0,"No, definitely not"
35.02040816326531,0.0,0.0,0.0,"No, definitely not"
36.61224489795919,0.0,0.0,0.0,"No, definitely not"
38.20408163265306,0.0,0.0,0.0,"No, definitely not"
39.795918367346935,0.0,0.0,0.0,"No, definitely not"
41.38775510204081,0.0,0.0,0.0,"No, definitely not"
42.97959183673469,0.0,0.0,0.0,"No, definitely not"
44.57142857142857,0.0,0.0,0.0,"No, definitely not"
46.16326530612245,0.0,0.0,0.0,"No, definitely not"
47.755102040816325,0.0,0.0,0.0,"No, definitely not"
49.3469387755102,0.0,0.0,0.0,"No, definitely not"
50.93877551020408,0.0,0.0,0.0,"No, definitely not"
52.53061224489796,0.0,0.0,0.0,"No, definitely not"
54.12244897959184,0.0,0.0,0.0,"No, definitely not"
55.714285714285715,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
57.30612244897959,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
58.89795918367347,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
60.48979591836735,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
62.08163265306123,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
63.673469387755105,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
65.26530612244898,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
66.85714285714286,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
68.44897959183673,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
70.04081632653062,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
71.63265306122449,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
73.22448979591837,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
74.81632653061224,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
76.40816326530611,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
78.0,0.0048543689320388345,0.0,0.014563106796116505,"No, definitely not"
